,cast,title,certificate,date added,description,director,duration,episode length,genre,imdb rating,imdb_url,img_src,netflix rating,year
269,"Henry Paulson, Wendy Paulson",Hank: Five Years from the Brink ,NR,2nd March 2016            ,Former Treasury Secretary Henry Paulson explains how he persuaded banks and politicians to approve $1 trillion in bailouts.,Joe Berlinger,1hr 26m,,"Biographical Documentaries, Historical Documentaries, Documentaries",6.6/10,http://www.imdb.com/title/tt3137552/,https://art-s.nflximg.net/75fa8/f1a955d4e567c6cd5b914a664ef5f4462d175fa8.jpg,3.8/5,2013
270,Hannibal Buress,Hannibal Buress: Animal Furnace ,TV-MA,5th February 2016            ,"Hannibal Buress vents about credit card fraud, clueless critics and white strip clubs in this stand-up special filmed live in New York.",Michael Dimich,1hr 5m,,"Comedies, Stand-up Comedy",7.7/10,http://www.imdb.com/title/tt2163606/,https://art-s.nflximg.net/ca949/713cfe4ef422eb50dc765e2942c08d06a44ca949.jpg,3.8/5,2012
271,Hannibal Buress,Hannibal Buress: Comedy Camisado ,TV-MA,5th February 2016            ,"In a special packed with stealthy humor, Hannibal Buress tackles zipper etiquette, the legacy of steroids and the fallout from his Bill Cosby routine.",Lance Bangs,1hr 7m,,"Comedies, Stand-up Comedy",6.7/10,http://www.imdb.com/title/tt5352432/,https://art-s.nflximg.net/4b1cd/803bb7e0ae56f42ba8511424d100b7b566d4b1cd.jpg,3.4/5,2016
272,Hannibal Buress,Hannibal Buress: Live from Chicago ,TV-MA,6th February 2016            ,"Wry, incisive comedian Hannibal Buress shares anecdotes about gambling on sports, jobs he'd never want to have and not performing for the troops.",Marcus Raboy,1hr 6m,,"Comedies, Stand-up Comedy",7.5/10,http://www.imdb.com/title/tt3596842/,https://art-s.nflximg.net/71968/a4594cd458066c250243d8d98e58b7c5c1f71968.jpg,3.7/5,2014
273,Hannibal Buress,Hannibal Takes Edinburgh ,TV-MA,8th April 2016            ,"Hannibal Buress braves Scotland's epic Fringe festival in Edinburgh, performing dozens of wry stand-up sets and testing new material on the locals.",Ryan Ferguson,1hr 20m,,"Dark Comedies, Comedies, Stand-up Comedy",,,https://art-s.nflximg.net/9a23c/e8e01815e680bb880cfd18e4674c5b5404d9a23c.jpg,3.6/5,2016
274,"Brent Lydic, Lili Baross, Aqueela Zoll, Jhey Castles, Nanrisa Lee, Riley Murphy",Hansel vs. Gretel ,NR,7th March 2015            ,"When his twin sister, Gretel, is seduced by a coven of witches, Hansel and his crew fight to liberate her from their enchanting clutches.",Ben Demaree,1hr 26m,,"Horror Films, B-Horror Films, Supernatural Horror Films",2.8/10,http://www.imdb.com/title/tt4145350/,https://art-s.nflximg.net/811b7/6aefaffdfac4185fa8cfaa04cb53d721500811b7.jpg,2.6/5,2015
275,"Johnny Depp, Emmanuelle Seigner, Yvan Attal, Charlotte Gainsbourg, Alain Chabat, Alain Cohen, Claude Berri, Anouk Aimée, Aurore Clément, Angie David, Marie-Sophie Wilson-Carr, Stephanie Murat",Happily Ever After ,NR,16th January 2016            ,"Two men struggle with fidelity and the constrictions of marriage, while their bachelor friend longs for a committed relationship.",Yvan Attal,1hr 44m,,"Romantic Comedies, Comedies, International Comedies",5.8/10,http://www.imdb.com/title/tt0480152/,https://art-s.nflximg.net/376f0/249b84e58161513e32d6f26ad48ecf52ef6376f0.jpg,3.2/5,2005
276,"Marci Shimoff, Gregory Berns, Richard Davidson, Ed Diener, Sonja Lyubomirsky, Michael Pritchard",Happy ,NR,Unknown Date            ,Happy takes viewers on a journey from the swamps of Louisiana to the slums of Kolkata in search of what really makes people happy.,Roko Belic,1hr 15m,,"Social & Cultural Documentaries, Documentaries",7.3/10,http://www.imdb.com/title/tt1613092/,https://art-s.nflximg.net/d29d3/3b90f2f3eddeaf0634d7d9df11769730001d29d3.jpg,4.2/5,2011
277,"Anna Kendrick, Melanie Lynskey, Mark Webber, Lena Dunham, Joe Swanberg",Happy Christmas ,R,23rd November 2014            ,"After splitting up with her boyfriend just before the holidays, a young woman tries to start over, but her self-destructive behavior gets in the way.",Joe Swanberg,1hr 22m,,"Independent Comedies, Dramas, Independent Films, Independent Dramas, Comedies",5.6/10,http://www.imdb.com/title/tt2955096/,https://art-s.nflximg.net/4252d/3e0276f07a27e3fd39b4114aeb49709a3564252d.jpg,2.6/5,2014
278,"Sinha Gierke, Verena Wüstkamp, Meike Gottschalk, Sascha Tschorn, Klaus Nierhoff, Anna-Katrin Keller, Madlen Kaniuth",Happy End ,NR,3rd March 2015            ,"Two women embark on a wild adventure to deliver the ashes of their friend to her final resting place, against the wishes of the family.",Petra Clever,1hr 27m,,"Romantic Dramas, Gay & Lesbian Films, German Films, International Dramas, Dramas, Gay & Lesbian Dramas, International Movies, Romantic Gay & Lesbian Films, Romantic Films",5.5/10,http://www.imdb.com/title/tt0332281/,https://art-s.nflximg.net/a1948/83a202a6dfe22eedd8cbbadac927b4e94a2a1948.jpg,2.8/5,2014
279,"Ellen Connell, David Winn, Warren Graff, Kenn Navarro, Aubrey Ankrum, Nica Lorber, Michael Lipman, Liz Stewart, Francis Carr, Wes Spencer",Happy Tree Friends ,TV-14,7th April 2015            ,"Deceptively adorable buck-toothed critters Giggles, Cuddles and all their forest-dwelling pals lose life and limb in one gory mishap after another.",,1 Season,22min                ,"Adult Animation, TV Animated Comedies, TV Programmes, TV Comedies",7.1/10,http://www.imdb.com/title/tt0770762/,https://art-s.nflximg.net/38484/3b874a88673acf457c70f79a9eacbca375f38484.jpg,3.5/5,2006
280,,Happy Valley ,NR,6th June 2015            ,The town nicknamed Happy Valley searches for answers as Penn State assistant coach Jerry Sandusky is arrested on 40 counts of child molestation.,Amir Bar-Lev,1hr 37m,,"Sports Films, Social & Cultural Documentaries, Sports & Fitness, Football Films, Sports Dramas, Dramas, Documentaries, Sports Documentaries",8.5/10,http://www.imdb.com/title/tt3428912/,https://art-s.nflximg.net/acc6d/03cafbec63211acd60b06453b8808ff5f73acc6d.jpg,3.7/5,2014
281,"Charlie Murphy, Siobhan Finneran, Sarah Lancashire, George Costigan, Karl Davies, James Norton, Steve Pemberton, Rick Warden, Katherine Kelly, Joe Armstrong, Shane Zaza, Adam Long, Rhys Connah",Happy Valley ,TV-MA,15th September 2014            ,"Yorkshire police sergeant Catherine Cawood pursues the man who assaulted her late daughter, unaware he is now part of a secret kidnapping plot.",,2 Seasons,58min                ,"TV Programmes, British TV Programmes, British TV Dramas",8.5/10,http://www.imdb.com/title/tt3428912/,https://art-s.nflximg.net/9cb25/27d465073a6d88d9dd938564c7fca7491f79cb25.jpg,4.3/5,2016
282,"Bradley Whitford, Steve Coogan, Kathryn Hahn, Sawyer Shipman",Happyish ,TV-MA,2nd July 2016            ,"A middle-aged adman is shaken up by his new boss, a 25-year-old who advises him to ""rebrand"" himself. Is it possible, or is this as good as he'll get?",,1 Season,29min                ,"TV Programmes, Sitcoms, TV Comedies",7.2/10,http://www.imdb.com/title/tt3095080/,https://art-s.nflximg.net/0ae97/5de046f8460185300660d13c57d7820f7260ae97.jpg,3.6/5,2015
283,"Lance Henriksen, Matt Winston, Reid Collums, Camille Balsamo, Milla Bjorn, Winston James Francis, Edwin H. Bravo, Giovonnie Samuels, Kraig W. Sturtz, Michael Estime",Harbinger Down ,R,1st November 2015            ,"Studying the effects of global warming aboard a fishing trawler, graduate students dredge up Soviet space wreckage that contains deadly organisms.",Alec Gillis,1hr 21m,,"Creature Features, Horror Films, Deep Sea Horror Films",4.5/10,http://www.imdb.com/title/tt3397918/,https://art-s.nflximg.net/c0e77/4f106ac806b9377fc15dfc2a3002e9856bfc0e77.jpg,2.9/5,2015
284,"Douglas Smith, Laura Wiggins, Megan Follows, Jerry Granelli",Hard Drive ,NR,13th July 2015            ,"A romance between a beautiful young runaway and a lonely, awkward kid living with his mother leads the girl back home to face her disturbing past.",William D. MacGillivray,1hr 25m,,"Romantic Dramas, Dramas based on a book, Dramas, Romantic Independent Films, Independent Films, Canadian Films, Independent Dramas, Romantic Films",5.4/10,http://www.imdb.com/title/tt2514976/,https://art-s.nflximg.net/6b9c5/2eed5878e0b3227bc261b2b595f118b9b9b6b9c5.jpg,2.4/5,2014
285,"Marat Descartes, Helena Albergaria, Naloana Lima, Gilda Nomacce, Marina Flores, Lilian Blanc, Thiago Carreira, Hugo Villavicenzio",Hard Labor ,NR,29th March 2016            ,"Soon after opening the small grocery store she's always dreamed of, Helena suffers a series of reality checks -- beginning with her husband's sudden loss of his well-paying job, which makes Helena the primary breadwinner.","Marco Dutra, Juliana Rojas",1hr 40m,,"Dramas, Thrillers, International Dramas",6.6/10,http://www.imdb.com/title/tt1686328/,https://art-s.nflximg.net/281e0/6d1e862c2a200728c7476502dc1ec75a875281e0.jpg,1.9/5,2011
286,"Denzel Washington, Lynn Whitfield, Richard Masur, Akosua Busia",Hard Lessons ,NR,Unknown Date            ,"This drama based on real-life events tells the story of George McKenna, the tough, determined new principal of a notorious Los Angeles high school.",Eric Laneuville,1hr 33m,,"Crime Dramas, Social Issue Dramas, Dramas, Dramas based on real life",http://www.imdb.com/title/tt0704360/,http://www.imdb.com/title/tt0704360/,https://art-s.nflximg.net/31483/7db926babb5266dc66b47065bb436f919c631483.jpg,3.8/5,1986
287,"Yuriy Tsurilo, Leonid Yarmolnik, Aleksandr Chutko, Evgeniy Gerchakov, Natalia Moteva, Dmitriy Vladimirov",Hard to Be a God ,NR,30th June 2015            ,"Scientists are sent to observe another planet's society, which is regressing and eliminating the intelligentsia, but they are told not to intervene.",Aleksey German,2hr 57m,,"Dramas based on a book, Sci-Fi & Fantasy, International Sci-Fi & Fantasy, International Dramas, Sci-Fi Dramas, Eastern European Films, Dramas, International Movies",6.7/10,http://www.imdb.com/title/tt2328813/,https://art-s.nflximg.net/76e2a/57654974f4a5f4fcd0470e36e746a74e99b76e2a.jpg,2.2/5,2013
288,"Marc Ian Barasch, Coleman Barks, Noam Chomsky, Tom Shadyac, Desmond Tutu, Howard Zinn",I Am ,NR,Unknown Date            ,"In this reflective documentary, filmmaker Tom Shadyac chats with philosophers and spiritual leaders about what ails the world and how to improve it.",Tom Shadyac,1hr 17m,,"Social & Cultural Documentaries, Science & Nature Documentaries, Documentaries",7.4/10,http://www.imdb.com/title/tt1674068/,https://art-s.nflximg.net/c7a5f/9cceb901942339d74b154b0f2b9db65d410c7a5f.jpg,4.2/5,2011
289,"Tilda Swinton, Flavio Parenti, Edoardo Gabbriellini, Alba Rohrwacher, Pippo Delbono, Maria Paiato, Diane Fleri, Waris Ahluwalia, Gabriele Ferzetti, Marisa Berenson",I Am Love ,R,Unknown Date            ,"When the seemingly picture-perfect Recchi clan gathers at the family villa for the patriarch's birthday, the veneer of civility quickly falls away.",Luca Guadagnino,1hr 59m,,"Romantic Dramas, International Dramas, Dramas, International Movies, Steamy Romantic Films, Italian Films, Romantic Films",7/10,http://www.imdb.com/title/tt1226236/,https://art-s.nflximg.net/9987b/8c544b22d93bfea4f46fdc3dcf6f51046049987b.jpg,3.4/5,2009
290,"Dominic Bogart, Alvaro Orlando, Tammy Minoff, Lauren Coleman, Kandis Erickson, Brad William Henke, Michael Harding, Adam Shapiro, Tania Verafield, Eva Mah",I Am Not a Hipster ,NR,18th February 2015            ,"Still reeling from the death of his mother, struggling singer-songwriter Brook's life takes a turn for the better when his father and sisters arrive.",Destin Daniel Cretton,1hr 30m,,"Dramas, Independent Films, Independent Dramas",6.7/10,http://www.imdb.com/title/tt2091318/,https://art-s.nflximg.net/a4052/f0308e1c49c7918c8fe5edacd9cc520f0ada4052.jpg,3.5/5,2012
291,,I Am Road Comic ,NR,1st May 2016            ,"In his follow-up to ""I Am Comic,"" filmmaker Jordan Brady books himself a weekend gig and interviews fellow comedians about why they go on the road.",Jordan Brady,1hr 8m,,Documentaries,6.1/10,http://www.imdb.com/title/tt3883282/,https://art-s.nflximg.net/d96a9/355fe49b64a51d9dde1973ba17082d24897d96a9.jpg,3.3/5,2014
292,"Mick Foley, Russell Spice, Jim Stevenson, Bob Gerardi, Artie Lange, Jerry Lawler, Roddy Piper, Dee Snider",I Am Santa Claus ,NR,25th November 2014            ,Follow five real-bearded professional Santas as they prepare for the holidays and explain their dedication to protecting the jolly man's reputation.,Tommy Avallone,1hr 29m,,"Social & Cultural Documentaries, Documentaries, Biographical Documentaries",6.6/10,http://www.imdb.com/title/tt2526846/,https://art-s.nflximg.net/dc6cb/e88358c032d766880d5c685c7edd31c6416dc6cb.jpg,3.5/5,2014
293,Jon Mikl Thor,I Am Thor ,NR,19th June 2016            ,"Former bodybuilder Jon Mikl Thor became a rock star in the 1970s, and after a disappointing retirement attempts to regain his heavy metal glory.",Ryan Wise,1hr 22m,,"Biographical Documentaries, Documentaries, Music & Concert Documentaries",7.2/10,http://www.imdb.com/title/tt2450258/,https://art-s.nflximg.net/aef5b/05ce1c85636e1196472eebd59ce393fa26caef5b.jpg,3.3/5,2015
294,"Amrita Acharia, Ola Rapace, Prince Singh, Rabia Noreen, Trond Fausa, Jesper Malm, Sudhir Kumar Kohli, Assad Siddique, Sara Khorami, Usha Patel, Tobias Santelmann",I Am Yours ,NR,10th December 2014            ,"A single Pakistani mom living in Norway pursues an unlikely acting career, shaming her family with her untraditional ways and dubious relationships.",Iram Haq,1hr 40m,,"Scandinavian Films, International Dramas, Dramas, International Movies",6.2/10,http://www.imdb.com/title/tt2798170/,https://art-s.nflximg.net/55131/d1553489acd8f8c25277471a837e67cab0c55131.jpg,2.6/5,2013
295,Shimon Peres,I Am. Shimon Peres ,TV-G,7th August 2015            ,"This documentary follows the Israeli leader over the course of four years, reflecting on his storied career in politics as well as his private life.",Naftaly Gliksberg,1hr 18m,,"Middle-Eastern Films, Social & Cultural Documentaries, International Documentaries, International Movies, Documentaries, Political Documentaries",http://www.imdb.com/title/tt5260052/,http://www.imdb.com/title/tt5260052/,https://art-s.nflximg.net/39ee0/138a252be5a857bee9fd22de2c4ee420eef39ee0.jpg,2.6/5,2014
296,"Peter Vack, Amy Seimetz, Julia Garner, Natalia Dyer, Toni Meyerhoff",I Believe in Unicorns ,NR,1st October 2015            ,"Swept away by her first taste of young love, a teenage dreamer doesn't notice signs of trouble in her new boyfriend's increasingly volatile behavior.",Leah Meyerhoff,1hr 18m,,"Independent Dramas, Romantic Dramas, Dramas",6.3/10,http://www.imdb.com/title/tt1141702/,https://art-s.nflximg.net/407bf/e53c00ef9e228f5b34c6fd64d5f1096f1da407bf.jpg,2.6/5,2014
297,"Ludwika Paleta, Luis Ernesto Franco, Luis Gerardo Méndez, Raúl Méndez, Zuria Vega, Rossy de Palma",I Don't Know Whether to Slit My Wrists or Leave Them Long ,NR,4th August 2015            ,"Lust, secrets and other predicaments come crashing into the steady lives of quiet neighbors when a former soccer player moves into their complex.",Manolo Caro,1hr 42m,,"International Comedies, International Dramas, Latin American Films, Dramas, International Movies, Comedies",7.2/10,http://www.imdb.com/title/tt2539482/,https://art-s.nflximg.net/e0ce8/eaf5d38c9feabceda10418f5cf3151ebe4de0ce8.jpg,3.7/5,2013
298,,I Dream of Wires ,NR,7th August 2015            ,"Chart the rise, fall and rebirth of the synthesizer and how it has changed music, from '60s tunes, to '80s synth-pop, to today's electronica.",Robert Fantinatto,1hr 36m,,"Music & Concert Documentaries, Music, Documentaries, Canadian Films",6.6/10,http://www.imdb.com/title/tt3636334/,https://art-s.nflximg.net/81c49/932254dbad45a2b43cdbf7d5e8083da8ddb81c49.jpg,3.7/5,2013
299,"Rose Byrne, Rafe Spall, Anna Faris, Simon Baker, Stephen Merchant, Minnie Driver, Jason Flemyng, Jane Asher, Terence Harvey, Nigel Planer",I Give It a Year ,R,Unknown Date            ,"In this romantic comedy, newlyweds Nat and Josh find their marriage beginning to fall apart almost immediately after their fairy tale wedding.",Dan Mazer,1hr 37m,,"British Films, Romantic Comedies, Comedies, Romantic Films",5.7/10,http://www.imdb.com/title/tt2244901/,https://art-s.nflximg.net/20d21/4c0c90354aa1c67127498be1164cc7a6b6620d21.jpg,3.2/5,2013
300,"Nia Vardalos, John Corbett, Stephen Guarino, Amir Arison, Zoe Kazan, Gary Wilmes, Mike Starr, Jason Mantzoukas, Judah Friedlander, Rachel Dratch",I Hate Valentine's Day ,PG-13,Unknown Date            ,Nia Vardalos and John Corbett star in this romantic comedy about a florist who coaxes a restaurateur to gamble on a no-strings-attached relationship.,Nia Vardalos,1hr 29m,,"Independent Comedies, Romantic Independent Films, Independent Films, Romantic Comedies, Comedies, Romantic Films",4.7/10,http://www.imdb.com/title/tt0762105/,https://art-s.nflximg.net/7062f/59573c36a0f24dd27917429c7f2e1b5b7817062f.jpg,3.3/5,2009
301,"Simon Wiesenthal, Ben Kingsley, Nicole Kidman",I Have Never Forgotten You: The Life and Legacy of Simon Wiesenthal ,PG-13,15th July 2015            ,"Richard Trank's documentary relays the remarkable story of Holocaust survivor Simon Wiesenthal, who helped track down more than 1,000 war criminals.",Richard Trank,1hr 45m,,"Historical Documentaries, Documentaries, Biographical Documentaries",7.9/10,http://www.imdb.com/title/tt0763852/,https://art-s.nflximg.net/277ea/dbaefb8ee569f73c460a07f1c4e8db80aba277ea.jpg,4/5,2006
